CellSize,CellShape,NucleusDensity,ChromatinTexture,CytoplasmSize,CellAdhesion,MitosisRate,NuclearMembrane,GrowthFactor,OxygenSaturation,Vascularization,InflammationMarkers,Diagnosis,CellType,GeneticMutation
70.41457364554445,0.4586715382589983,1.4695000393903324,21.805971852302598,27.224797104553943,0.4694431551211762,3.278690935635024,2.614738432679648,57.98290522393255,81.03023208133298,4.704145518265106,44.89083807013804,0.0,???,Absnt
72.45905879897641,0.4998453696445318,1.377630886814456,21.993811700172863,33.06594318091038,0.4975339722333592,2.4825235551585427,2.2040082134887684,93.41091760381448,79.17898368651876,4.302878530002733,34.6544500376416,1.0,???,Presnt
75.65026687293054,0.4996307274290708,1.401352185561009,21.34454324666716,28.411610125411336,0.4839236362224175,2.780002099219596,2.427747833784596,62.6423644865143,81.07538097579575,4.933705526401689,38.97378299946013,1.0,???,Presnt
68.30443554399986,0.5011703764331965,1.52762387671485,22.269658853801747,26.250588920080865,0.4192575946964277,3.758011263354622,2.465274104577472,57.79086118669435,80.01933723094515,5.528633245811233,43.90173801450746,0.0,???,Presnt
69.03129568276427,0.3960214986518083,1.4403521054262574,23.726266019549698,27.16557924293729,0.4720586938432562,3.275038069908508,2.3735774479814182,58.24139322830675,77.53192474983028,5.276517857632371,38.88060653680885,0.0,???,Presnt
64.29070355279035,0.4850056728781068,1.473362543411877,22.493596804977997,26.3147921212998,0.4834823830036954,3.3271743698121385,2.5118044346274098,56.091932697856976,80.40062211243196,4.436785819389017,44.32771298730836,0.0,Epthlial,Presnt
73.15213162609744,0.5256788612043453,1.4029032973401871,22.312915914555024,29.671330680210794,0.4769508284918023,20.55437687040774,2.215718597249648,64.16441352945486,80.92985391070587,4.614621556102073,37.74718222572656,1.0,Epthlial,Presnt
67.09633576047193,0.47947966981825413,1.4822096004812302,20.31617211068636,24.642642810068875,0.483951355556256,3.30214713250267,2.3882434338958234,60.64059934812397,79.06190404928658,5.137472364595313,47.21768035522818,0.0,Epthlial,Presnt
70.67311667918057,0.4921290062969634,50.0,20.54574696807551,26.02467246142424,0.473865736610889,3.305169747285465,2.3402751288814665,56.58858858601458,80.08841385728574,4.917805076427567,46.082623934429975,0.0,Mesnchymal,Absnt
64.41502923409483,0.522856310966902,1.4114756926019338,23.20027513723821,26.092806786072597,0.4843324214467495,3.17282794251428,2.510948776775418,61.18049194758437,77.20548227250461,4.736516424568633,41.33170738895443,0.0,???,Presnt
70.22538474530612,0.4817310047717561,1.3779240628721297,20.884556952459484,31.28850197470608,0.5123293515209649,2.6224263981657803,2.4120929922247236,62.61986734994764,81.23216228369675,5.286785631646183,40.43758321636407,1.0,???,Absnt
66.0548030503751,0.5258240317095629,1.5291698780774667,21.168298206219447,25.798523204485424,0.5220353932606203,3.424154167751293,2.6304320223783897,63.62754726166327,81.90613212179461,4.166309337861919,46.397589331389575,0.0,Mesnchymal,Absnt
71.65039769241255,0.5187173386949651,1.3261794295908826,21.664262930224503,27.025937123658927,0.4698689330272796,2.8738807296764484,2.246625644691351,60.090216065992784,80.99069366294516,5.074495870494648,37.372830337111324,1.0,Epthlial,Presnt
71.09884366174992,0.5022343986161195,1.3949777227153817,20.918734142122748,29.639382169479315,0.5181290616812095,2.6830948593331243,2.3305498854422826,62.022780161131365,78.7754154738596,5.534196450072378,39.310295988524096,1.0,Epthlial,Absnt
67.4661649503293,0.5018395554796602,1.4746734238337547,22.83295880523452,27.336593519053476,0.4603872230061966,3.5057627877473645,2.626264999634613,58.23840479719159,79.86927187752516,4.611837482145727,41.28037001409394,0.0,???,Absnt
74.0418952649749,0.5120622014998841,1.4024988966260694,22.337427984268764,30.429120309401437,0.4715272019891101,2.7529992041664313,2.2256236285980604,62.29930637844928,79.0872121108079,4.650781503839564,36.24606431632482,1.0,Epthlial,Absnt
77.30412752310977,0.5015070409073439,1.4362512129506209,23.530535712609726,29.95765261960063,0.441402851556323,2.9731430500966405,2.128148617202222,64.24291459977549,80.85618465260194,5.775370184950395,35.50730248766204,0.0,???,Presnt
66.80727409768228,0.5292400621980267,1.3161051774273718,20.05064607296008,30.109852902849852,0.4696762867196742,2.7131715407867576,2.369773629203875,60.0230160673724,81.08342963535199,4.960511801227404,41.40433504043354,1.0,Epthlial,Absnt
63.32514191333886,0.4861932432599589,1.512282540771415,21.935798428026697,24.535994372459623,0.4403311602100587,2.711645800984467,2.4306263052339787,63.1784192276475,79.5510421980478,4.830477129625646,47.610677798523255,1.0,Epthlial,Absnt
