CellSize,CellShape,NucleusDensity,ChromatinTexture,CytoplasmSize,CellAdhesion,MitosisRate,NuclearMembrane,GrowthFactor,OxygenSaturation,Vascularization,InflammationMarkers,Diagnosis,CellType,GeneticMutation
63.34871136078952,0.534517075478051,1.4388197615093463,23.176057085460062,26.281171741979463,0.5324351586903462,3.1888415153379905,2.561588398979763,61.32284923178724,79.18364703039671,4.734938107116655,41.49332569528628,0.0,Mesnchymal,Absnt
57.89442673233419,0.5361504024263279,1.5248926778206031,20.42848626167997,26.15328015970422,0.4472717450374368,3.564694140100552,2.5172132709238135,56.90175588138461,80.76383772137712,5.367616196537415,47.80894714962447,0.0,Epthlial,Absnt
70.71105038183921,0.5118025726098311,1.470105387108366,22.242748275621167,30.96917081301165,0.4767864905627773,2.854073759986374,2.170102927443652,65.79839818790003,80.7524977522115,5.342566332785459,37.988089167147805,1.0,Epthlial,Presnt
75.45897918470422,0.4903552587890533,1.4421685733113754,23.708466011140345,30.573465355570026,0.4355770620623457,2.953477965612568,2.0129557739726938,64.30205851160326,79.79836833921222,5.135353486452253,34.02391795160635,1.0,???,Presnt
72.4428752507245,0.5091132683152112,1.424900900979092,21.42942177664594,26.950883058535652,0.4953148003830105,2.908819150527002,2.4317261549018863,54.67866813106704,80.4805437195341,4.590728682200454,42.40378770358343,0.0,Mesnchymal,Absnt
64.76214676339353,0.5027292159466892,1.456462060794323,24.10483742881066,27.213848702130534,0.5174643083525181,3.211629042212833,2.5457949360163115,59.69513945612714,79.15915053710357,5.22138638991715,39.062121097893446,0.0,Mesnchymal,Absnt
57.89442673233419,0.5496846935774011,1.6103917323902883,24.84472699775194,20.624091605339157,0.4823201676281679,4.351395164312601,2.696048596183618,49.96095749576931,83.48409845747837,6.037122213365176,42.61420330802827,0.0,Epthlial,Absnt
74.57305383974706,0.5128438691558637,1.4230148213225091,22.964286626751388,28.77779296456305,0.4460236386662108,3.0309599411206225,2.2088728858044027,61.44627296350528,80.55148831925155,5.051788849592781,37.879533894247714,0.0,???,Absnt
69.71028715317381,0.42696120701662443,1.30196453370676,20.877096984195592,27.065510845296178,0.5416573614738306,2.0791171465602973,2.551703737308869,62.23404730769807,83.25429798111436,4.099228441441742,42.54863870849931,0.0,???,Absnt
79.7211513792983,0.5227853438110185,1.3821033873380073,22.08055238245122,27.9676857296998,0.4673298407930133,2.9218678119920813,2.290689037771827,69.41484176543166,80.45270660644988,5.235723888533076,39.44763026372895,1.0,???,Absnt
73.23510659845597,0.4995009943659089,1.3887136562810471,21.96783559458053,30.16725648301707,0.4395130509581636,2.862486726491485,2.1902623959729137,60.73400807920961,79.46625472525348,5.168694100592309,37.48956214513621,1.0,Epthlial,Presnt
71.29085650992607,0.48549973036982946,1.4804137157450135,22.75413682152434,27.51726363407799,0.4800521672641733,3.203354254429528,2.524688885015665,57.38701528851964,80.36581708154796,4.7501830359801565,40.22131408369575,0.0,Mesnchymal,Presnt
69.37071934174514,0.5068936719145237,1.468878515165851,22.05018349504394,28.62077197270836,0.4852738806733158,3.2805355209648805,2.5826564783643127,56.10486108791238,81.87766385072509,5.076963163166078,42.21141013212221,0.0,???,Presnt
57.89442673233419,0.4745101197922544,1.5160924135815017,21.29716471858928,26.21238013210961,0.4676845879019011,3.528140437504428,2.5946523281678235,57.60568468160112,81.42486779834776,4.590268612691757,46.53366471552624,0.0,Epthlial,Absnt
69.79583418004327,0.4590718677591612,1.4446681017563743,22.333744449711787,27.508969553537668,0.511322850737604,2.9913056162330824,2.553702367956149,69.41484176543166,80.264320882997,5.360999915081644,40.70615632207876,0.0,???,Presnt
66.9438342609865,0.4697039968223315,1.5142411673518583,21.274072852956625,24.69691096882466,0.4448783409634741,3.58818754027987,2.4138837791332755,59.04024893989791,78.95003181116682,5.166815603829898,45.92855879041942,0.0,???,Absnt
72.9187252006623,0.49143235558575815,1.4677761437855672,22.86207008103508,30.925166440862164,0.4455087950107568,2.963170881529289,2.105591111711908,60.50886380240564,79.87362517056371,4.725817820673768,36.483694313610265,0.0,???,Absnt
69.03283118120967,0.4887456589516991,1.4328352283878625,21.68642492426085,26.47604828530063,0.4768309658136399,3.204963249735826,2.545234445005109,54.823602602773306,79.54185407988567,4.889175631894338,43.17947724141084,0.0,???,Absnt
74.55347039680899,0.532436775660714,1.3554345347673191,22.114089353680733,30.92920294971093,0.4947286995866284,2.7146088970333437,2.3132336100001543,63.02499786051433,80.39888125602127,5.154117972418055,36.25610425482361,1.0,Mesnchymal,Absnt
