poss,mp,raptor_total,war_total,pace_impact,war_class
5047.012726281978,2434.487849993394,3.4589323744559892,7.61813156,-0.4401756930203321,3
5796.126175340442,3364.059145197414,0.970626713982046,5.722425786,0.0889100116349903,3
3853.19779589913,1531.0034279159197,-0.8575817884695611,1.543576730124999,-0.1454782299577074,2
2867.6111397606232,1406.8444615463684,-1.2774954789046205,1.543576730124999,-0.4127090025703251,2
1397.3283805149372,1006.4056076110968,-2.0321244723947096,1.543576730124999,-0.2737204113830163,2
5496.204371930495,2573.5076952170793,2.978511289801215,7.052929657,-0.9091384142033352,3
5123.120518124782,2685.592067385688,0.9085063264352344,4.897507825,-0.1758353711228122,2
2553.9615004273255,1157.5226217485106,-3.838186185452886,6.113299085968302,0.854683800399155,2
4901.470943511274,2494.9595585314946,3.764881166611934,7.29413630172551,0.5639156032283578,3
1160.8873076446837,565.6927721227768,-1.8317479883661656,1.543576730124999,-0.4591808049214745,2
4609.264351042792,2626.532460932578,1.7924566859851667,5.502094365,0.3129823432532336,3
24.80295309656513,142.65189757504797,-3.7137171289840496,1.543576730124999,-1.2770355680560357,2
1754.5743305709705,646.8546639371967,-7.599291968421714,6.113299085968302,-0.1984867647491975,1
4052.1379774700126,1744.4859068124006,-2.0745766767956604,1.543576730124999,0.501619534165553,2
5162.059492625527,2341.2266802935287,-2.195550837265712,1.543576730124999,-0.2598709920730359,2
3256.809982439592,1676.4250534213222,-3.864370730288635,6.113299085968302,0.2909667793797924,1
5933.989548111162,2791.8466785841097,4.341996522691127,9.641823143125,-0.7271528134204107,3
6272.501073233935,3116.9096371895625,6.215158677980506,9.641823143125,0.0259799315215867,3
1473.0630480959562,944.9179687944568,-7.629332067407024,6.113299085968302,-0.1653570463946166,1
292.47284548206244,243.26023742984577,-1.5970237542536152,1.543576730124999,-0.0929783978638439,2
3888.066861666148,1742.8565176812667,-1.2022492913734688,1.543576730124999,-0.467568728750362,2
1945.1590477795344,891.4819861389367,-6.593027960522774,6.113299085968302,0.4804010303269929,1
4708.810688924957,2288.831599278226,-4.737409097473051,6.113299085968302,0.0313173346304618,1
3820.620604310411,2090.430258504772,0.493234772093521,3.500948572,-0.3143228525006676,2
5454.823123631762,2608.5475599484644,3.944520594980796,9.641823143125,-0.3095178441979858,3
5251.253681117985,2770.1839188142585,2.8065213799502766,8.106604395,0.2122072387802653,3
1477.7118896025718,953.6225576993088,-6.855197594404721,6.113299085968302,0.013663706282786,1
6044.238458457369,3207.763827756638,0.6089581793942928,5.977860454,-0.9498608782344068,3
5869.927427051197,2785.6861849353354,5.739101977530252,9.641823143125,0.0122644910201792,3
7169.619413399798,3140.7587123429084,6.51442889432061,9.641823143125,0.151938595871853,3
4325.5264250981445,2124.0162360962645,-5.318592129689642,6.113299085968302,0.0765111804385345,1
4265.911675652042,2079.818333839758,2.17110960405557,5.917629975,-0.14722363200421,3
726.6856935145001,439.9333238807129,-4.967150251102932,6.113299085968302,0.0098954529687647,2
5557.728383141292,2896.442937611986,-1.3034766081133555,1.821360219,0.1877147902159402,2
1934.4809369767115,981.3559507050398,-6.162333347795541,6.113299085968302,1.2104632284845886,1
5722.844166116126,2527.506907513327,2.507857226075887,6.829403804,-0.2959777481807495,3
17.84200077033481,18.945866405711588,13.461197572586244,1.543576730124999,-1.2770355680560357,2
2187.948874629068,1254.853313464888,-4.7259379495623755,6.113299085968302,-0.977024672446248,1
4272.687778210411,2371.613454203493,2.6473582380582616,7.856262870198018,0.0836367280914521,3
1921.9551787026935,1073.8651030967328,-4.640899955911536,6.113299085968302,1.0748210375687202,2
491.8081469728594,516.2372456932267,-0.8104048008587315,1.543576730124999,0.0381749132126665,2
5856.781747418822,2809.8522841749837,1.7847000662221066,6.194962035,-0.1824641781343184,3
3559.588618326751,1921.5139265011317,-4.777796177647686,6.113299085968302,0.0318325656379417,1
3368.8811991804496,1869.2922210417105,-4.528435778324575,6.113299085968302,0.267338898227542,1
2017.1125642413604,1214.5357568934114,-6.2651728709903,6.113299085968302,0.9872183335507878,1
6662.714590375458,3360.461468004488,5.924480290931744,9.641823143125,1.3887682920167193,3
6579.875909493797,3180.867346425183,3.354495625792078,9.641823143125,-0.5261978360434255,3
3259.7624003866026,1562.82708458925,2.9208068937464633,5.222555707,-0.2395454165847135,2
1764.7142720954726,1087.8982143605676,-2.33393626992795,1.543576730124999,0.0286202826641198,2
619.400423441948,356.8171489514472,-4.822961511122789,6.113299085968302,1.3016509604349968,2
2930.777025994627,1514.4527236559998,-5.447266230237354,6.113299085968302,0.1586635481147307,1
4535.879073185676,2337.128384411297,1.7979267414969202,5.850733389,0.9121405051633944,3
6778.43352062939,2978.0087220701134,3.596690483201697,9.641823143125,-0.2300209985427738,3
5968.590591365447,3163.97718399254,1.630591178355656,7.374788637464457,-0.2294185654818535,3
3085.2134121758013,1526.8044598388387,-2.326024570332173,1.543576730124999,0.7866186105637812,2
883.5735445763687,594.0058881519434,-10.550975747252798,6.113299085968302,1.0698069085267063,1
3329.873251947431,1567.386705500032,-4.859690529553844,6.113299085968302,0.3438340562783289,1
1713.9016303380438,1179.885107033389,-7.209888172927627,6.113299085968302,-0.1557026821643701,1
6691.0744189469515,3451.852279088967,1.8981617571686655,8.484441869,-0.1617613947076341,3
1605.885086451368,952.0525307128336,-3.4139644907669315,1.543576730124999,0.6558290706052902,2
5888.256415843145,3249.881581290233,3.323510685558844,9.641823143125,0.2873181051285207,3
6292.255692276674,3351.926799738973,3.9635893808717366,9.641823143125,-0.5325828568319098,3
1573.1430802890093,834.7960983833921,-4.2580453487836865,6.113299085968302,-0.1921271255073434,2
4462.91883995859,2211.817566619382,-5.040859637243302,6.113299085968302,0.0064704920629248,1
1597.6992273153423,1047.310612526898,-0.9729477389835364,1.543576730124999,0.5277514148699464,2
5363.674928725041,3035.345570905768,2.901091935123719,8.614639333769711,0.190015632886189,3
6643.434191377684,2924.1414588962725,3.650264786593628,8.946897703,-0.1334542413314204,3
2877.6719887126665,1439.6679664256385,-4.546454184933785,6.113299085968302,0.0511995406392579,1
2165.387772696784,1277.479887657163,-5.513059165574758,6.113299085968302,0.0626250787948749,1
5811.87441396422,2893.3543773913757,4.753794715807867,9.641823143125,0.0076130830247719,3
3798.035707363023,1949.0844039352264,-5.9459755875859015,6.113299085968302,0.1048256663163937,1
3136.2603728841023,1532.4888646666209,-2.071602492949603,1.543576730124999,0.1543940190181673,2
2433.005431081911,1177.4975863252762,-1.2847882612162738,1.543576730124999,0.3666474936713,2
6490.562255473277,3141.7409648927896,-0.6102717806468567,2.842707892,-0.2620870252861946,2
1315.035005660641,306.92701555398753,-5.255105671436435,6.113299085968302,0.8053568226120853,2
6207.337626853969,2680.17456660604,4.679938716511228,9.641823143125,-0.7323788343012277,3
1530.6417243393453,628.835262094861,-7.844090309060076,6.113299085968302,0.1252472852240462,1
2910.0224258512912,1386.5693046592576,-6.27546306062944,6.113299085968302,-0.1890880766006643,1
1358.2004913308529,624.8480474907154,-7.804265207735909,6.113299085968302,0.6308561429950288,1
3027.15370545144,1509.6153036444452,-5.481084512461061,6.113299085968302,0.4492109886641825,1
3181.0464228465817,1625.9217062316336,-4.8868741388753785,6.113299085968302,0.6913796387088843,1
6674.557638217908,3258.089201298825,4.909262883722827,9.641823143125,-0.3277776183054679,3
5576.718858719614,2592.5108834959674,4.102265432849021,9.223431312,-0.0918321296467663,3
5115.066627349391,2922.439611727238,1.9592172011590057,7.617379847,-0.1992927240223851,3
6804.79544128712,3423.7059110818514,1.8692187784271737,7.659515862,1.3887682920167193,3
1596.666285788163,744.9718914041815,-8.102415167337913,6.113299085968302,-0.0490948727583725,1
6783.313142180009,3068.9986277575154,4.953955212452775,9.641823143125,-0.6073487610776923,3
3208.672019703436,1643.795331048392,3.1733099778288443,6.077737711498733,-0.3964775228573429,3
4838.755596414421,2475.8095344733206,-5.615100994148565,6.113299085968302,-0.2826684686402928,1
6204.905544667873,2720.043906972374,4.655816834157862,9.641823143125,-0.4058861071596629,3
3936.320806913765,1933.5747379219515,-1.6596464976942171,1.543576730124999,0.227536509132496,2
6252.687999025592,3118.8447965936225,1.4621120471310602,7.269139106,-0.5057032838759122,3
3123.641436335332,1623.1690706975608,-4.493329827205462,6.113299085968302,0.0882889234959479,1
1061.6998032535237,290.6000255410496,-4.464768641731382,6.113299085968302,0.511224327167189,2
3972.625414202205,2158.488240471152,3.087279466713773,6.027438957,0.1320577376529916,3
7426.83263336605,3421.286676401963,0.7527869479284874,6.009563126,-0.4464025168906674,3
498.61937302142223,153.54865102373378,-7.54331918220205,6.113299085968302,0.2834921183631673,2
2760.739606007181,1761.2499501660666,7.058219772064981,8.386622693,-0.2509113055754234,3
3156.7084776246393,1802.546984284819,-5.186786174524739,6.113299085968302,0.2375228875556833,1
5404.534578665035,2673.9345937048483,4.857872775710146,9.076819119,-1.2770355680560357,3
3849.0117009847263,1807.2060421335675,-4.837357622900795,6.113299085968302,-0.6122423253676138,1
4147.233379387526,2298.526304726985,-5.168317266487883,6.113299085968302,-0.0221176458395604,1
6116.923478626812,3466.976454279986,1.2396165226670235,6.586823178,-0.2249478600735325,3
1123.9741383260562,262.18243820392297,-0.7656692246255192,1.543576730124999,0.9421436563897102,2
2723.678397401861,1116.6051985322151,-6.382908573031813,6.113299085968302,0.3890486992886794,1
883.1024037678535,114.18216963981226,-11.173553136412211,6.113299085968302,-0.2343217609208751,2
6373.504651098592,3198.0336547199804,3.419496867680655,8.913532434,-0.0992856643794262,3
3797.034937310598,1906.168295417356,-5.998030855463181,6.113299085968302,-0.1529012439501563,1
1077.625525308713,348.4432505823928,-6.519774299212343,6.113299085968302,1.0568872273962944,2
1473.3894154573932,755.8871400909215,-9.635503323578767,6.113299085968302,0.9090845106752232,1
3373.3772873326443,1783.5398365263145,1.5784240861511305,4.113533673,-0.1554828549296324,2
1466.6704918059825,853.2200920702055,-4.578630142684439,6.113299085968302,0.0496864174462017,2
959.1374448816656,191.46296334657276,-3.198833232574438,6.113299085968302,0.4423071818982881,2
3940.7974267464656,1747.4278751706877,8.468148466510714,9.641823143125,0.0461346747224825,3
460.082957354858,207.90618585577417,-3.941831087193131,6.113299085968302,0.28773980445349,2
2869.601893820479,1155.4723862992414,0.0929944568110981,1.792331096,0.3684947700264244,2
4273.653966126648,2093.666781056173,2.6400290017269215,5.634822162,0.0545140899313706,3
2766.572288663902,1522.3426205374376,-4.337224867708271,6.113299085968302,0.4070433386584414,1
5379.444673817675,2496.6380482787868,1.4497466366554808,5.854391201,2.1693794279789225e-05,3
3915.2510328032386,1861.4578274802063,-3.933668116252055,6.113299085968302,-0.3999993146815996,1
906.1032741505368,292.6416623641468,-4.245172380699433,6.113299085968302,0.4520795966731126,2
3116.45825113439,1599.2012382142975,-5.622008630470426,6.113299085968302,0.492306464820862,1
3410.188307990349,1762.9722355363465,-4.889150039622329,6.113299085968302,-0.3756938239384114,1
4371.282804224974,2115.0138409074925,-4.9457726883869855,6.113299085968302,0.0115756596294325,1
1979.0361749604251,912.273352742205,-4.60910205765055,6.113299085968302,1.124141334517753,2
3307.086326410009,1531.6843684045689,-5.2843947529187485,6.113299085968302,0.2177251393246852,1
1860.2407345230008,1165.8376379651097,-2.3498270631073552,1.543576730124999,0.1220566425677315,2
2538.5718362283396,1326.855896375565,-6.645074754127576,6.113299085968302,0.2618646396898128,1
6319.152148781912,2985.409005986276,2.951410493898061,8.594498427,0.5205226006891369,3
389.3923817714093,120.52492124830208,0.7291517872938448,1.543576730124999,1.1688414438773138,2
6346.01725896709,3101.1462556452607,3.5146955770373784,9.641823143125,0.1313786169303458,3
1818.015308645404,927.0157369681374,-7.342735298353037,6.113299085968302,0.8938820236812388,1
4927.1100572236655,2209.9278398079928,0.1278415184884219,4.466414038,-0.3727399953922858,2
4250.833521764036,1817.142505397404,5.210111641969919,8.243618855,-0.5965860087872051,3
16.21966426562537,176.30617197245127,-5.129681745042019,6.113299085968302,-1.2770355680560357,2
4312.954374382913,1945.3154847947435,-1.128908997051561,1.827356881,0.2436067464445631,2
1733.4685657146033,1002.3848553832682,0.0638666494057555,1.543576730124999,-0.5222184967339718,2
1549.7243481225971,675.8074849421105,-3.6157451352368817,6.113299085968302,0.4140823435099012,2
297.57375806374785,9.28747198034306,-9.504903447516137,6.113299085968302,-1.2770355680560357,2
5861.1851855199575,3101.914718708496,1.878329494274178,8.112636154,-1.2770355680560357,3
5285.978413357383,2668.6471630893675,2.751358808436596,7.718864169,-0.0176149119502183,3
1234.5866330921156,420.5382827734992,-7.790894958008967,6.113299085968302,0.2948311802778651,1
849.6808599561148,449.6350302081226,-0.3136040686554222,1.543576730124999,0.2550087112105422,2
3215.544334610495,1513.4420681995146,-5.432269838349718,6.113299085968302,0.154229085202788,1
2479.163163041748,1099.6877274530773,-5.343597103485106,6.113299085968302,0.474223517451318,1
187.75982953825616,125.9933798175411,-6.409315858200378,6.113299085968302,-0.5039525716897122,2
4063.6384435997,2151.1323570064865,0.9383526048773196,3.963471039,-0.0343051072287502,2
6528.728209175518,3551.8637897175277,5.34915990034869,9.641823143125,-0.3131794456839131,3
5969.506263367972,3102.283870150085,5.722618086036963,9.641823143125,-0.3160508147021891,3
138.50061806205224,258.64121602727823,-5.625142477604369,6.113299085968302,1.367536983430862,2
3134.0065319971013,1957.0257437743296,4.784909971154326,6.773326329,0.6519434785193939,3
7858.581934973589,3573.5858782386435,1.7833047352962,9.100491810422696,-0.1118446319674775,3
3831.1185084434233,1986.0835283322233,-5.514059254441786,6.113299085968302,0.3280658293822274,1
2886.551916733986,1764.00508337589,4.001837667039883,6.090464154,1.3887682920167193,3
2097.1015109958394,1105.301021194643,-3.4669708659105254,6.113299085968302,-0.4821434731664776,2
4317.42994409662,2324.450837428313,1.564505246655045,6.193554576523834,0.0877929755783889,3
6470.736007002523,3023.674094275903,2.9856411978455144,9.641823143125,-0.2274848607511437,3
278.95560245974355,270.3025347271232,-3.5653276808738017,1.543576730124999,-1.0791870255336862,2
5167.44194267779,2597.9074426536145,0.7299890780786324,4.36136562,-0.1048847205367815,2
4787.468327482102,2389.207340283097,2.3041375579727186,6.030104725,0.1291907865555012,3
5718.291395825727,2701.6538944159993,1.6453613206889406,6.385179427,0.686907733268639,3
